Date,Open,High,Low,Close,Adj Close,Volume
2021-01-25,96.7300033569336,120.0,85.0,119.91999816894531,119.91999816894531,50748185
2021-01-25,119.95999908447266,159.17999267578125,85.38999938964844,94.77999877929688,94.77999877929688,38900598
2021-01-25,96.0,107.30999755859375,61.130001068115234,72.70999908447266,72.70999908447266,21449403
2021-01-25,76.33999633789062,85.80000305175781,65.37000274658203,69.31990051269531,69.31990051269531,22096843
2021-01-25,68.9800033569336,86.54000091552734,67.9000015258789,82.19999694824219,82.19999694824219,19369689
2021-01-25,82.12010192871094,84.4999008178711,71.10009765625,78.98999786376953,78.98999786376953,15002353
2021-01-25,78.98999786376953,81.25,75.51000213623047,76.76499938964844,76.76499938964844,7444286
2021-01-26,95.0,101.62000274658203,81.11000061035156,82.5999984741211,82.5999984741211,25291542
2021-01-26,82.38009643554688,94.0,80.19999694824219,87.42990112304688,87.42990112304688,14031735
2021-01-26,87.4198989868164,93.0,85.54000091552734,92.52300262451172,92.52300262451172,7118369
2021-01-26,92.51000213623047,114.23999786376953,92.43009948730469,112.01000213623047,112.01000213623047,30146487
2021-01-26,112.2333984375,125.0,106.0,122.19000244140625,122.19000244140625,31784649
2021-01-26,122.36990356445312,149.25,117.19999694824219,148.38999938964844,148.38999938964844,38074022
2021-01-26,148.31179809570312,150.0,132.30999755859375,145.96499633789062,145.96499633789062,14015666
2021-01-27,354.8299865722656,354.8299865722656,249.0,278.8485107421875,278.8485107421875,30914874
2021-01-27,276.17999267578125,380.0,275.0,362.364013671875,362.364013671875,19252753
2021-01-27,363.5299987792969,380.0,280.0,303.1000061035156,303.1000061035156,11609057
2021-01-27,302.54998779296875,349.989990234375,300.0,324.0,324.0,7610641
2021-01-27,323.010009765625,345.3299865722656,290.010009765625,302.7937927246094,302.7937927246094,7113878
2021-01-27,301.2236022949219,353.0,295.0,335.82470703125,335.82470703125,8547389
2021-01-27,335.82470703125,351.0,320.0,347.1400146484375,347.1400146484375,4685482
2021-01-28,290.0,483.0,290.0,396.5050048828125,396.5050048828125,18660587
2021-01-28,397.8599853515625,403.9999084472656,112.25,132.0,132.0,7547213
2021-01-28,141.0,324.0,135.0,278.70440673828125,278.70440673828125,10238490
2021-01-28,276.0,285.0,205.42010498046875,231.468994140625,231.468994140625,5231295
2021-01-28,230.3455047607422,267.0,220.79010009765625,229.0,229.0,3855676
2021-01-28,229.17999267578125,265.0,215.0,225.4600067138672,225.4600067138672,5377274
2021-01-28,225.0200958251953,237.99000549316406,197.44000244140625,197.44000244140625,197.44000244140625,3520581
2021-01-29,398.0,413.9800109863281,291.0,315.0,315.0,15536384
2021-01-29,315.0,347.0,303.039794921875,335.88629150390625,335.88629150390625,5556740
2021-01-29,335.11090087890625,377.0,312.0400085449219,349.0,349.0,5374619
2021-01-29,348.1116943359375,353.59991455078125,312.44000244140625,318.79998779296875,318.79998779296875,3477598
2021-01-29,318.0144958496094,318.79998779296875,252.0,255.49400329589844,255.49400329589844,6592288
2021-01-29,256.6191101074219,327.2099914550781,250.0,305.3100891113281,305.3100891113281,6935724
2021-01-29,305.30999755859375,335.0,291.25,328.239990234375,328.239990234375,5085871
2021-02-01,316.55999755859375,322.0,213.07000732421875,213.07000732421875,213.07000732421875,13010124
2021-02-01,213.07000732421875,275.0,212.0,273.8500061035156,273.8500061035156,6970883
2021-02-01,273.5400085449219,280.0,241.2100067138672,251.99989318847656,251.99989318847656,3574197
2021-02-01,252.0,260.6300048828125,231.0,239.49000549316406,239.49000549316406,2273752
2021-02-01,239.69000244140625,253.889892578125,230.0,244.58999633789062,244.58999633789062,2878964
2021-02-01,245.0,247.67990112304688,227.50010681152344,233.97000122070312,233.97000122070312,2491640
2021-02-01,234.0,234.88999938964844,214.66000366210938,227.0,227.0,3037435
