Date,Open,High,Low,Close,Adj Close,Volume
2021-01-25,4.52869987487793,4.809999942779541,4.079999923706055,4.60129976272583,4.60129976272583,160218483
2021-01-25,4.606100082397461,4.880000114440918,3.8499999046325684,4.270500183105469,4.270500183105469,96118055
2021-01-25,4.28000020980835,4.78000020980835,4.260000228881836,4.409900188446045,4.409900188446045,51236240
2021-01-25,4.401000022888184,4.429999828338623,4.199999809265137,4.375,4.375,25940763
2021-01-25,4.378499984741211,4.670000076293945,4.329999923706055,4.525199890136719,4.525199890136719,37859657
2021-01-25,4.528600215911865,4.599999904632568,4.28000020980835,4.480000019073486,4.480000019073486,26930289
2021-01-25,4.485000133514404,4.630000114440918,4.360000133514404,4.40500020980835,4.40500020980835,28419090
2021-01-26,5.0,5.190000057220459,4.659999847412109,4.671199798583984,4.671199798583984,119262669
2021-01-26,4.675000190734863,4.900000095367432,4.630000114440918,4.761499881744385,4.761499881744385,36851859
2021-01-26,4.768700122833252,4.769999980926514,4.369999885559082,4.569900035858154,4.569900035858154,40142997
2021-01-26,4.568699836730957,4.75,4.46999979019165,4.651199817657471,4.651199817657471,23819989
2021-01-26,4.65500020980835,4.704999923706055,4.5,4.64709997177124,4.64709997177124,21732437
2021-01-26,4.644999980926514,5.03000020980835,4.610000133514404,5.01200008392334,5.01200008392334,41841664
2021-01-26,5.01200008392334,5.019999980926514,4.690000057220459,4.940000057220459,4.940000057220459,35921224
2021-01-27,20.34000015258789,20.360000610351562,11.010000228881836,15.975000381469727,15.975000381469727,498393029
2021-01-27,15.989999771118164,17.600000381469727,14.75,16.280000686645508,16.280000686645508,163412150
2021-01-27,16.288999557495117,16.3174991607666,12.5,13.399999618530273,13.399999618530273,127026245
2021-01-27,13.40999984741211,16.8799991607666,13.180000305175781,15.609999656677246,15.609999656677246,121652169
2021-01-27,15.61460018157959,19.290000915527344,15.401300430297852,17.36009979248047,17.36009979248047,124712637
2021-01-27,17.383800506591797,19.450000762939453,16.700000762939453,18.729999542236328,18.729999542236328,93779415
2021-01-27,18.729999542236328,19.889999389648438,17.239999771118164,19.875,19.875,58414855
2021-01-28,12.5,16.5,10.449999809265137,10.449999809265137,10.449999809265137,194867005
2021-01-28,10.0,10.5,6.510000228881836,7.495800018310547,7.495800018310547,120496641
2021-01-28,7.5,10.869999885559082,7.300000190734863,10.850000381469727,10.850000381469727,78600933
2021-01-28,10.828200340270996,10.880000114440918,9.010000228881836,9.899900436401367,9.899900436401367,50106442
2021-01-28,9.890000343322754,10.4399995803833,8.510000228881836,8.911299705505371,8.911299705505371,31727207
2021-01-28,8.919899940490723,11.09000015258789,8.350000381469727,9.529999732971191,9.529999732971191,50616598
2021-01-28,9.529999732971191,9.779999732971191,8.609999656677246,8.675600051879883,8.675600051879883,24048491
2021-01-29,14.9375,16.0,11.850000381469727,12.620400428771973,12.620400428771973,184243852
2021-01-29,12.628899574279785,14.149999618530273,12.510000228881836,13.758700370788574,13.758700370788574,61356575
2021-01-29,13.758700370788574,15.979999542236328,13.6899995803833,14.950900077819824,14.950900077819824,103300787
2021-01-29,14.950400352478027,15.130000114440918,12.75,13.816399574279785,13.816399574279785,62328765
2021-01-29,13.8100004196167,13.816499710083008,11.600000381469727,11.879899978637695,11.879899978637695,72643950
2021-01-29,11.879899978637695,14.15999984741211,11.75,13.569999694824219,13.569999694824219,67427587
2021-01-29,13.560099601745605,13.75,12.649999618530273,13.300100326538086,13.300100326538086,36216262
2021-02-01,17.0,17.25,13.899999618530273,13.970199584960938,13.970199584960938,195748518
2021-02-01,13.989999771118164,14.880000114440918,13.470000267028809,14.692000389099121,14.692000389099121,63775933
2021-02-01,14.690999984741211,14.75,13.899999618530273,13.932499885559082,13.932499885559082,28056013
2021-02-01,13.947999954223633,14.430000305175781,13.9399995803833,13.97130012512207,13.97130012512207,26058076
2021-02-01,13.979999542236328,14.510000228881836,13.729999542236328,14.119999885559082,14.119999885559082,34575420
2021-02-01,14.119999885559082,14.239999771118164,13.460000038146973,13.739899635314941,13.739899635314941,35948316
2021-02-01,13.759900093078613,13.850000381469727,12.90999984741211,13.320199966430664,13.320199966430664,28438207
2021-02-02,9.80210018157959,10.100000381469727,6.880000114440918,6.999800205230713,6.999800205230713,160961441
2021-02-02,6.9984002113342285,8.979999542236328,6.0,8.68019962310791,8.68019962310791,132087207
2021-02-02,8.6899995803833,8.949999809265137,7.650000095367432,8.111300468444824,8.111300468444824,70527828
2021-02-02,8.118800163269043,8.300000190734863,7.710000038146973,7.828800201416016,7.828800201416016,22289474
2021-02-02,7.821499824523926,7.929999828338623,7.380000114440918,7.608799934387207,7.608799934387207,26914458
2021-02-02,7.6082000732421875,8.09000015258789,7.449999809265137,7.98859977722168,7.98859977722168,24286313
2021-02-02,7.984600067138672,8.180000305175781,7.619999885559082,7.84119987487793,7.84119987487793,17674711
